model_key,dataset_key,task_family,seeds,r_star_bits_per_value,reference_bits_saved_per_token,base_codelength_bits_per_token,surprisal_variance_bits2,margin_deficit_bits,hidden_effective_rank,surprise_weighted_hidden_logdet,residual_effective_rank,fisher_trace,fisher_effective_rank,fisher_logdet,unit_gain_ntk_cost,correction_rd90_bits,angular_correction_rd90_bits,centered_correction_rd90_bits,centered_angular_correction_rd90_bits,correction_energy_rank90,angular_correction_energy_rank90,trace_normalized_correction_logdet,angular_correction_logdet,centered_angular_correction_logdet,dataset_correction_log_volume,dataset_raw_correction_log_volume,dataset_centered_correction_log_volume,dataset_fisher_log_volume,correction_channel_bits,angular_correction_channel_bits,coherent_correction_energy,coherent_energy_over_entropy,prequential_correction_bits_per_row,prequential_decay_exponent,prequential_late_fraction,nearest_neighbour_cosine,correction_intrinsic_dimension,correction_coverage_fraction,correction_predictable_fraction,coherent_fraction,text_cross_row_redundancy,lora_layer_energy_entropy,lora_layer_energy_centroid,train_response_tokens,repeated_dataset_arms
qwen25_7b_base,kind_code,magicoder,6,0.6636677805530585,0.08925196587283335,1.903867431407946,0.4458459942254382,1.5295340420063315,26.774629993267922,0.7527273731144324,29.76247611022819,1493.2067267981965,121.06537932965573,410.7813190628574,0.10101161259687012,474.7836690973401,511.15419249998143,502.67877768990303,549.0499054171091,220.66666666666666,238.33333333333334,318.5334441998091,326.3934487805261,339.98163045978896,1086.2667040414274,1050.2449116704825,1123.9473539885755,7488.207415175989,6.583910655226788,6.583292446389606,90.04566108429911,65.94880942834648,-0.2239301225304289,0.06228629795841497,0.19424410893847058,0.4387259003567984,38.804854998454886,0.04638136354314809,-0.004011992154431414,0.07190243897483774,0.23971607097127604,0.9535326469112704,0.5982136073503515,90635.0,1
qwen3_8b_base,kind_code,magicoder,3,0.8523414307666529,0.11725123248961629,1.741112118935914,0.428808942051012,1.3277917772183805,15.92881828238813,0.7014095846807572,29.982740800599135,1028.0432746257607,41.02694650759822,169.56972418574517,0.31248262512971015,79.38860068882906,83.44664720321101,87.26101198956196,93.79602504027292,31.0,31.0,166.88336419767268,170.51019602267948,180.25083968844817,506.85693507681003,491.44037741873916,539.9622820668488,5552.288981007444,6.107595762051905,6.095037086567291,113.76391154377843,75.37968770478444,-0.021595968300755126,0.07164982986841054,0.061211377454599834,0.5813328979033167,26.455399579197806,0.02172987237137705,-0.0010717068248499533,0.12308929676070075,0.23971607097127604,0.8883694971975379,0.5560082150612445,90635.0,1
llama31_8b_base,cot_math,metamath,9,0.6849496323609732,0.40877041956669025,1.5761381549762215,0.1741268092541763,0.9973943776348642,32.278534841193135,0.7887731971630467,22.457746115530014,661.4412402135403,129.97998077354615,141.82235612000633,0.14784795342638002,516.8568901497026,544.8006598104059,628.8066454002981,664.0717745404604,242.22222222222223,256.3333333333333,316.27092555126484,323.6010721306112,385.64166938742255,1914.8409522244265,1873.020092774353,2152.0438073205178,7335.922080242387,5.753593984350269,5.786808882082874,367.44989071780014,106.52435866222535,4.074558557119502,0.10196211375244207,0.5857079525411523,0.5945713837057932,25.795746195669818,0.03617575594368315,0.14944768703446876,0.28254600625466664,0.44097632432350564,0.7990838843333957,0.2095898992428772,41494.0,1
llama31_8b_base,panel_math,metamath,3,0.9266491819773327,0.6335120301965204,1.205977790542723,0.15001824102231553,0.8214080019242829,30.789663394691445,0.8031498102167548,27.436004438783883,193.95064087131234,199.17985439574866,123.12610943870855,0.16384455067883882,754.1601925622057,782.774485640737,806.1357825629599,837.2493940920943,352.3333333333333,367.6666666666667,410.9300216290801,416.30137541015444,438.75197448296404,1345.4023761472033,1321.398007645332,1399.5491532080644,6098.334110828347,6.862571663084094,6.87991223161838,16.36235723138996,10.899781872809271,0.6916494236619012,0.06342004212477864,0.6841514856047639,0.4364527932724423,30.464520747400087,0.053021386883971566,0.03407331590239038,0.08590963717397025,0.4379762340476585,0.8154475996863743,0.21968781717619212,41494.0,1
mistral_7b_base,arm_a,metamath,6,0.7853265470977294,0.564911650091074,0.9854045374934989,0.13226959624071866,0.697374748706352,28.37311937285436,0.8174752459127239,25.74290040384881,1262.6302726130464,132.15387325512327,430.4022740045548,0.104035878978401,654.2542889560355,692.897935709059,756.9036845432902,800.8582121984577,308.5,327.5,375.1687150147354,385.84478782418233,431.1798022895123,882.3792619149937,856.9492625074868,968.3359329763238,7116.714067460437,6.465944458169212,6.539456956359125,205.35634885065375,163.91159321960689,0.1818032518078985,0.07359167798355395,1.4674313680156539,0.5008555805751264,27.556006774625462,0.023028728545559193,0.019991562625922683,0.1651306277514666,0.4385198930842254,0.8789455475396956,0.28091791532805904,48183.666666666664,1
mistral_7b_base,arm_b,metamath,6,0.7419084623615614,0.5920064890059381,0.9876524550275162,0.12799350948559582,0.6983791650129404,28.511858873012088,0.8169390665446822,25.749813153584437,1267.620808152032,132.07773820893573,432.39627576355406,0.10438150824068175,657.2402495235968,695.9443273393487,761.4186348042966,804.7605618068179,310.0,328.8333333333333,375.815349589645,386.7055378932485,432.43190117198805,1262.9036606720201,1227.1230863191142,1372.0721814883682,7833.339536248902,6.455834838699633,6.537364703992594,208.3232233312916,165.95088497334726,0.19764001555544908,0.06992774043508047,1.287697782597806,0.5006401011540298,31.78800763379842,0.022950280416093385,0.023520454041173477,0.16597467514522754,0.43989391785759197,0.8674353341873161,0.26697949880129307,48183.666666666664,1
mistral_7b_base,arm_c,metamath,6,0.8382688954264457,0.6187350692647056,0.9943447627441054,0.14624487149168255,0.7063811214461372,28.410134401622983,0.8164281024158752,25.611716715826223,1274.6839427490172,128.39722946925517,429.6530498322423,0.10614729499244203,645.9044744885412,686.0180858596486,750.9448542389964,796.4299263203297,304.6666666666667,324.5,372.19159661138866,383.4942051556373,429.8093823805928,1714.9392860444232,1666.5279249928624,1846.8868966236103,8527.372713191877,6.441038329897502,6.519809095577897,212.24878366583172,169.45146676785666,0.22357898791110162,0.04504063537260905,1.1464641229782968,0.5061239137745058,31.363212287733006,0.02224791938427367,0.021888401853088213,0.16892660938742451,0.4402010705300994,0.8677850367572125,0.2673884545861112,48183.666666666664,1
mistral_7b_base,arm_d,metamath,6,0.9890511453748932,0.6418396675585408,0.9841735497431295,0.14090082591973238,0.6961446726446168,28.60561689173599,0.8168251977072108,25.582924372629368,1277.535003554466,128.75949487108645,430.97080565310944,0.1080976587115106,648.6571882655185,690.1978854506912,752.9189727858981,799.5132702846722,306.1666666666667,326.3333333333333,372.79787531106746,384.7579200289527,430.62998701413136,2258.02827164775,2197.4222600178505,2405.81279958096,9243.305099597665,6.440907956306956,6.525700680451007,210.81362138665088,168.03628388323366,0.18837273214091324,0.055938821164757214,1.2543494112472195,0.5022996692625752,28.8663643588671,0.022482192911017582,0.021370452039933412,0.16706595532292343,0.4388716268656169,0.8704427639524055,0.27005039456549035,48183.666666666664,1
mistral_7b_base,arm_e,metamath,6,0.7164861767303101,0.5482618464231226,0.9978827502612452,0.14596352012468816,0.7072047999572533,28.403220327961744,0.817328440088723,25.783311553341125,1279.817941622182,132.6308027397213,434.6574595449595,0.10130625569311762,656.208234937796,695.6367746938727,759.4770278676473,804.1329323493914,309.5,328.8333333333333,375.61849349992536,386.78299120115804,432.3599414953194,592.6767893317632,575.1145086440524,657.0648537483555,6429.430723139252,6.467769146386491,6.544130238935498,208.88642518619403,165.86695914546644,0.20313913441561574,0.07174539142221499,1.2070776814363933,0.4993117992191296,31.83701544799432,0.023152585767016464,0.02288668835758993,0.16559190337829116,0.440859509975392,0.8704691332971066,0.27036225275865416,48183.666666666664,1
mistral_7b_base,lever_div_1200,metamath,6,0.7125132418478503,0.581319638275046,0.9872844049508179,0.11966642143516594,0.6996129061202131,28.76721544847517,0.8144057440497718,25.566499497942573,1270.4857839258414,127.86042516584298,427.8626279793688,0.09849028087151258,640.9229100610212,677.4100957541954,745.4014633701557,786.9222890222376,301.8333333333333,319.6666666666667,371.54116725710816,381.9356690329327,427.9056942421612,1242.5587337249267,1208.588469645131,1352.4134617950715,7791.934382578169,6.440922068810994,6.519556172461701,211.95357745495542,169.48008271236145,0.2561683634734854,0.06424256787859582,1.1157318490262682,0.5120975650672764,20.760066789515964,0.022249080491989787,0.02287166960857162,0.1689698083815231,0.4559133800889788,0.8640299860986351,0.26359718857442405,48183.666666666664,1
mistral_7b_base,lever_div_3600,metamath,6,0.7455035284193694,0.5893026579950302,0.9879016359017304,0.13579179720573847,0.6985556697530658,29.273456652861025,0.8154611996741946,25.61208574975633,1270.6323272963225,129.58728371341735,429.57700173500467,0.10002550395972047,646.781023089532,685.3134520578993,750.9529480180414,794.5266894608467,305.0,323.8333333333333,372.88895817921934,383.6593584451845,429.42891145346556,1252.3946777827284,1216.6786225292942,1361.938506918788,7812.951439237017,6.449435470234229,6.527601288144374,210.18002368697879,167.23128534127898,0.1948070155793795,0.06794690586517764,1.2273800492577838,0.5052893902141022,28.981119259732548,0.022618950533705953,0.024670861992701094,0.16745653167002592,0.4460608166456886,0.8662126371143559,0.2656742977099497,48183.666666666664,1
mistral_7b_base,lever_div_400,metamath,9,0.6195330317741227,0.5555414433078825,0.9944441544745738,0.12304174248758658,0.7046136453953094,28.270520820487913,0.8137376319528911,25.674449104214922,1274.6640459731304,123.4659056220586,423.9985204341052,0.09575732792512938,625.2563634316767,663.5128078945207,730.2093567089119,772.8929473790994,294.22222222222223,312.22222222222223,367.54893277218133,379.0274652112436,425.2074960058431,1223.4956203064366,1187.5832418124614,1333.3213042086907,7734.336636667518,6.41507496337438,6.505985857684473,216.50634985644808,172.23980669848677,0.35942289050272674,0.0732678912821842,0.8968535738985851,0.5257749415507286,14.659615794780153,0.021784567527688873,0.029384248839877718,0.1711535778942475,0.4743548649538789,0.8740670419169214,0.2744172546327209,48166.555555555555,1
mistral_7b_base,behav_plain_broad+panel_math,metamath,3,0.7361943838983807,0.596313922800472,0.9881004184576647,0.13179379069370986,0.698758201921413,28.27944743239955,0.8176925453483381,25.795910463240663,1264.4654554979122,133.21495370029695,432.7603365939237,0.1064815030863197,660.3942719625502,700.014216870221,763.6256863936554,808.2183586454527,311.6666666666667,330.6666666666667,376.5943798683597,387.72847963006626,433.22809187726966,1266.7792971347744,1230.175258115517,1375.3276003461897,7834.970199328404,6.460320920621565,6.540249038817048,205.74162044154238,164.2201019748123,0.20173443505165714,0.07803548108333887,1.3402714926548083,0.49916743353799253,32.111994357824834,0.023203974167276983,0.022883316463215175,0.16478585629908807,0.4379762340476585,0.8715172913006834,0.272018793196906,48132.333333333336,2
mistral_7b_base,behav_numbered_broad,metamath,3,0.72294926217242,0.6321319307367538,1.1144935613791536,0.19377193687884967,0.8107511557711735,28.994954018263133,0.812538352218018,25.21878412023899,1193.9720704578178,129.664784962589,414.41525104556354,0.046047460762062675,664.8238929330365,703.1144781606519,769.5671946727474,816.3835095447713,317.3333333333333,336.0,374.0459573975238,384.15711144133087,431.19893697111996,1266.6911084769274,1231.7809186377772,1379.9319701554177,7788.19664575849,6.445229472132482,6.510621090283667,196.4665743174536,159.38435607028887,0.15209733724148455,0.07493472904403099,1.4271348453087664,0.5075306102024005,30.47126676680468,0.022786970758230083,0.020447681767422843,0.17035528662100685,0.4472942102961229,0.8473565023711941,0.2440812058813239,54594.666666666664,1
mistral_7b_base,behav_numbered_narrow,metamath,3,0.6894029689429493,0.6103909219641978,1.1277733444973517,0.17774924782955662,0.8225102993746987,29.192211553721293,0.809831472721304,24.96517199630087,1201.1096691649527,123.85545549092042,408.0179261462351,0.04385322540553219,633.8932129648675,671.7343130153945,735.6051718241729,781.9771686954285,301.3333333333333,319.6666666666667,367.2809563728919,377.6813013284789,423.6947303804155,1228.0735354832295,1193.1583168180287,1338.324926966111,7688.357824705374,6.4336201889336655,6.5045357341241266,198.14211728207349,160.18294190840507,0.33112674142679677,0.07536349885705784,0.9015747689520506,0.5337790159068954,12.340652948338514,0.022499586992417775,0.02833809241374034,0.1707102307039726,0.4813395973465447,0.8340555503280828,0.23063517277606813,54594.666666666664,1
mistral_7b_base,behav_plain_narrow,metamath,3,0.683607076572487,0.5686283163995701,0.9985507896538669,0.12023957334534803,0.7076144031113168,28.052453501110516,0.8142973609354044,25.638959203460942,1283.163700105408,123.47536938328318,425.8799293854848,0.09482765856279446,625.3712392618464,664.5980393067753,729.4886127363598,773.0908302178108,294.3333333333333,312.6666666666667,367.59217244890436,379.41521131886384,425.24005731915196,1224.4254399780932,1187.577341533251,1333.3785579419634,7740.805148069431,6.41537142067978,6.509520566864964,216.49167812092014,171.69077389830377,0.3813988416801641,0.06902737804511815,0.8624726385451299,0.5246619399368445,15.752692580238458,0.021914992037367492,0.03223030947598293,0.1699471066033099,0.47456281870936917,0.8720521595072367,0.2719759814465476,48132.333333333336,1
mistral_7b_base,behav_preamble_broad,metamath,3,0.7530075338785348,0.6133916235914206,1.3562000580354996,0.18862302779551846,1.0015059166510814,28.980324445559592,0.8071754055831062,25.20230176073122,1357.7299487065907,131.64402544157278,440.8743839374638,0.04111706181394493,628.3922391163022,658.2764919347832,725.3667556537766,762.4369153607428,296.3333333333333,311.3333333333333,366.74970469793567,374.15832721912165,416.4884704411015,1226.79267951409,1199.550570884257,1330.6000371916264,7854.65614443952,6.527934080689204,6.556096357120473,213.49418366857466,152.40082465118064,0.21275051587681157,0.07622600201377139,1.1160881534603038,0.5168022360771479,27.812730414613593,0.025442373246443217,0.018603533577316145,0.16225243907532647,0.4988500357530328,0.8879660909238355,0.2930971533301791,51452.333333333336,1
mistral_7b_base,behav_preamble_narrow,metamath,3,0.7270477690599385,0.5917308620385565,1.3826620374359966,0.18740552798722346,1.0255109843468138,29.70931797470195,0.8027978475152544,25.215059462651283,1375.687834499069,124.67795884351915,435.1119538599035,0.0378008785600891,597.793586997787,626.1807142765933,694.716244347917,730.0505101548451,280.6666666666667,294.6666666666667,359.47117507619834,366.88423665611003,409.4105331719036,1187.551670594162,1161.267182711005,1291.2999939604836,7761.814722689492,6.50565101663036,6.535847557762405,222.5012399545267,158.01405446644722,0.38798761402409215,0.0754824960725668,0.8646241877402,0.5450638871165667,12.390869661084103,0.02437802320717598,0.027517319482231573,0.1665623249185259,0.5304889447763527,0.8845376068941219,0.2873815881491951,51452.333333333336,1
mistral_7b_base,lever_dup_32k,metamath,3,0.7706572291038191,0.6332850303020252,0.9848408822705444,0.12020049185215338,0.6962698168895076,28.20085390352799,0.8165919590882554,25.595867795516664,1280.5521904548555,129.24028204461308,432.4733113748451,0.10379579773120573,650.9853177280357,692.3535756783575,754.8786928878297,800.7533843327747,307.3333333333333,327.3333333333333,373.4838437248809,385.65931880078114,431.18594477145376,2260.8339119126813,2200.7994713444045,2407.339334205253,9249.697434609148,6.439904753730217,6.530601506192595,210.39124085035576,167.56674879307727,0.19178506210384594,0.06213660071271526,1.209831631799776,0.5012447790678315,31.389149021780895,0.02270009503614526,0.022858606806279307,0.16578197670917186,0.4409763243235057,0.8717591007548696,0.27117441173662854,48132.333333333336,1
mistral_7b_base,behav_shouted_broad,metamath,3,0.7250902827099646,0.6597482457915103,0.9323755210287444,0.15680744760051693,0.664828419164698,24.282724362298,0.7577920724123103,26.561274066918504,1123.1554559456486,107.92955507361228,353.53961842075637,0.09017031706082479,500.00842941660676,528.1807832254261,590.7921296633423,629.8359048119854,230.33333333333334,245.0,333.0145567050043,338.81451197606407,379.10636313800075,1104.4166110303906,1077.218293357195,1206.774590906032,7379.181753011005,6.453783089393767,6.466752625771612,183.69699870735235,158.40346768725018,0.17860634443083048,0.06979860033186719,0.9264501553394041,0.5323427703983071,28.31362238365776,0.02172351012719276,0.016555625717869577,0.17234506867145047,0.45648707818098916,0.875748393634935,0.27622737028211214,63709.666666666664,1
mistral_7b_base,behav_shouted_narrow,metamath,3,0.6643631204153773,0.6345058851184244,0.9440151200639472,0.1482282501534983,0.6736302874560351,24.735184228222806,0.7565079175468471,26.416783209895254,1138.0118485201654,103.52087030029922,350.41981161320126,0.0821997500396681,478.1831763670698,506.1970238077375,566.9795518348495,604.7791617083968,219.33333333333334,233.66666666666666,327.64110169530386,333.974706585406,373.4375163772429,1074.1448806050173,1046.772392534332,1173.8417603870814,7303.298679503634,6.437671872367058,6.462095922521274,187.7915737816802,160.2507486044184,0.3106196810165456,0.050470339912155625,0.7109753007214494,0.5507588477255813,13.777867147003045,0.021473504298365212,0.019714942226541354,0.17257032635572478,0.49226388596587306,0.8698323083378682,0.2685209837622004,63709.666666666664,1
mistral_7b_base,cot_math,metamath,9,0.625655378921166,0.3912833971459417,1.4530515534026132,0.18425081218521988,1.0328164774910147,28.608121633057667,0.8024052558711635,21.580199806278415,4818.376580456417,100.5209831050778,433.9825585830133,0.08931744209018773,460.29718907263555,491.8605866437613,583.0282350581407,627.1621631345274,216.33333333333334,231.66666666666666,290.41818474070556,299.28388740054584,375.6194896274528,1779.7685147873926,1731.2706848153637,2062.3632219803458,8845.34565231555,5.416092441781369,5.469965392444808,3132.6133839512604,1200.5711552407936,3.8547223526285688,0.12469685481011486,1.3129712417474044,0.6325793610926547,25.603482568270735,0.02062604211485291,0.14422807172338128,0.35255689348507097,0.44097632432350564,0.8571899797408026,0.25771390727482446,48132.333333333336,1
mistral_7b_base,behav_symbolic_broad,metamath,3,0.9808301856792575,0.6379222311061445,1.5089040947868717,0.30473512327402363,1.134385672641379,28.349251916487248,0.7913746772594754,24.87071205956795,1667.2800732098203,110.23823799739962,482.90821865656363,0.13027792022987525,585.1430088620035,624.6398633877311,692.4058646467075,733.2991268004706,274.3333333333333,293.3333333333333,352.8926218292567,365.18297019690095,409.5390775641535,1196.008601096553,1158.2895499121248,1304.7091517598603,7983.317923305935,6.332051047682913,6.457335746275626,290.6138175761484,187.43118650391708,0.24462146734982035,0.07545164127061076,1.0928298540653285,0.5018577936293337,33.00520520688832,0.02048353866613738,0.021250328548662118,0.1716324818023828,0.4746921755670212,0.8492371853706584,0.2506199130152033,57736.666666666664,1
mistral_7b_base,behav_symbolic_narrow,metamath,3,0.9358677915059633,0.6164947834225248,1.5390300470850586,0.2820250988550021,1.1581617638585158,28.152971720885713,0.7896743911853455,25.25090842704005,1694.7622034436597,107.93079507979165,482.36878537689563,0.12028074508194704,568.0297616888091,606.0127749566567,675.8195120468196,715.4644624656274,265.3333333333333,283.6666666666667,349.6216374297347,361.54938159339343,406.56790465593537,1169.3552038555945,1132.9610957656641,1278.9059672211806,7925.671079193544,6.330898611814644,6.44979252774925,302.30066015093104,192.72161770643433,0.350884015235929,0.06991451908763041,0.8428132826979353,0.51836651300488,13.877625248132452,0.019985168996441066,0.022603719983047704,0.17604669097522688,0.5084778248039932,0.8513745437202477,0.2521141911137123,57736.666666666664,1
qwen25_7b_base,cot_math,metamath,16,0.39709514329020046,0.07462585780901061,0.313736939059436,0.06598827929097453,0.2535053013967219,19.687907454438104,0.7381200479658976,20.78162261198729,351.0002934353434,74.4599984983208,135.79046385365103,3.1227438400910534,292.21719178020123,347.6790110880347,298.6253640172644,363.6214996378973,131.0,156.375,247.8346906847583,267.5486490139828,278.90059461700525,1598.1215648657794,1406.9517515380794,1644.0421350946842,5857.055982725172,6.100968458275393,6.023085955544252,7.8154847493284265,29.562435206319172,4.632287155023874,0.01407354025048817,0.5609042804599976,0.6249619116416483,19.91375650575051,0.031237281915652247,0.04858800699526397,0.11666483684972295,0.4409960273828415,0.9428618180588263,0.38862508019921727,45156.625,1
