model_key,dataset_key,task_family,seeds,r_star_bits_per_value,reference_bits_saved_per_token,base_codelength_bits_per_token,surprisal_variance_bits2,margin_deficit_bits,hidden_effective_rank,surprise_weighted_hidden_logdet,residual_effective_rank,fisher_trace,fisher_effective_rank,fisher_logdet,unit_gain_ntk_cost,correction_rd90_bits,angular_correction_rd90_bits,centered_correction_rd90_bits,centered_angular_correction_rd90_bits,correction_energy_rank90,angular_correction_energy_rank90,trace_normalized_correction_logdet,angular_correction_logdet,centered_angular_correction_logdet,dataset_correction_log_volume,dataset_raw_correction_log_volume,dataset_centered_correction_log_volume,dataset_fisher_log_volume,correction_channel_bits,angular_correction_channel_bits,coherent_correction_energy,coherent_energy_over_entropy,prequential_correction_bits_per_row,prequential_decay_exponent,prequential_late_fraction,nearest_neighbour_cosine,correction_intrinsic_dimension,correction_coverage_fraction,correction_predictable_fraction,coherent_fraction,text_cross_row_redundancy,base_head_hidden_alignment,base_head_error_alignment,within_example_channel_bits,total_correction_channel_bits,within_between_energy_ratio,train_response_tokens,repeated_dataset_arms
qwen3_8b_base,kind_dialogue,hh_rlhf,3,1.0796848342216252,0.2839015051879675,3.014718977418102,0.9175403340974014,2.0862416217102013,24.01846884478398,0.7023347395489372,27.939204453203512,3362.0792164562968,31.03498776280772,241.41584200313034,2.6732472517734096,60.95485835949961,69.2311707898442,62.85906669232946,71.35929404786992,27.0,28.333333333333332,73.3447070519769,78.60282784646533,79.81246983362578,391.51167495827855,350.71978342671053,398.1332884091551,2247.0969642203977,1.7261318272260777,1.7508100333902572,193.7390884509067,64.0016056246192,0.1770133545379501,0.11083411225967917,0.6017862501888632,0.5147491495640298,19.988334554100224,0.10022260833812041,0.014460860810710482,0.053113407701906847,0.352988271334522,0.05796347448446617,0.00020414495645540467,11.419786143666014,11.419874590875862,24.215759742345956,16782.666666666668,1
llama31_8b_base,kind_code,magicoder,3,1.0413726121078197,0.256298581364941,2.2242942017951868,0.488864214188166,1.752837870290086,37.640337219670286,0.9188443997455719,28.874938234522727,266.9251327907723,165.71565181623495,159.20828362790752,0.08161477580025053,358.8628291917098,371.0685409031182,371.27646901294617,385.3813801439269,176.0,187.66666666666666,152.64445653937162,154.7350023494853,163.3996467718782,816.9680613236687,802.0399202074149,835.5338296140529,2192.7013887360386,1.7849513697410677,1.7822194313934372,23.375893452032106,13.812647681065657,-2.2750638114682213,0.029546991996972694,0.33395207479721395,0.22961389340488017,91.59066685028931,0.26404670757745424,-0.047678018077150774,0.09592838761817125,0.2298934096260423,0.07596824419565396,0.000472045902048446,14.097081626843556,14.095747654065613,30.746643728290707,90248.33333333333,1
mistral_7b_base,kind_code,magicoder,3,0.8912459138685919,0.1656497501261097,1.5934278505079398,0.4276922731393014,1.2547455146957947,34.06219770680882,0.8795421052716179,28.164651465773275,1834.1824860772956,120.35936509893902,433.6111191227874,0.08746374613651677,320.7853171432416,334.2933602248598,343.8144684284425,360.41416794601054,156.33333333333334,168.66666666666666,138.16997223606668,139.71362319094035,154.1216303915028,768.6352625338335,752.4851419841183,802.4406093668575,2605.9353722091314,1.742648639571869,1.735910250217411,258.17953741595187,195.50658289647572,-1.9009623437686123,0.04288827215178761,0.3460429099587016,0.3452212704999315,47.68397063527747,0.12229477892031249,-0.04732200686801321,0.15428381868198926,0.2298934096260423,0.14140785593919944,0.0007834123732814771,13.564574806512693,13.558771357399982,30.417356756674778,105549.0,1
qwen25_7b_base,kind_code,magicoder,6,0.6636677805530585,0.08925196587283335,1.9153087538253208,0.44000288757832734,1.5398381525091194,25.228515679949876,0.7516402781769987,28.576491809836337,1495.8684013098257,78.37222172473554,311.5785285667117,0.1569158359440214,218.95142242806094,237.32070713379812,226.13457102117096,247.79385562440146,100.0,110.66666666666667,112.39632644094378,115.62234280565421,119.2992051987822,649.9705291936389,626.7026887671688,662.348185816159,2413.461878297281,1.750045117403663,1.7509414420383473,91.42088705587373,67.03733923881475,-0.5454287316879053,0.10087315710754645,0.24840708028138736,0.39170770446543995,35.9065820456022,0.16719683133852867,-0.010013722891413076,0.07252255192309132,0.22989340962604224,0.07621036287092826,0.0002500797257427424,12.743419665928288,12.744144582242106,30.89576881629198,90635.0,1
qwen3_8b_base,kind_code,magicoder,3,0.8523414307666529,0.11725123248961629,1.7526341708465762,0.42140581299592617,1.3379470380465588,15.895504553122828,0.7012066759024069,28.593835086358045,1035.959198761564,35.3899258299477,157.2619904012266,0.5221619224031114,71.68038202566875,75.58503792150363,77.5879672985111,83.4623720096578,29.0,30.0,77.66743257235176,78.99944815727588,83.06026027098892,402.5623353061971,389.3536375984592,421.7014317625432,1989.2743764038307,1.7057410869726546,1.7040513972285674,118.21915063432276,78.48831854016159,-0.040425316434122734,0.08008706152066151,1.1342235680802528,0.5343266264513347,23.643317901646572,0.08035645065529415,0.0012211970806412047,0.12703666663845495,0.2298934096260423,0.056897570027978656,0.0002219489298313392,11.32739573497374,11.325645328496833,30.683328986371468,90635.0,1
llama31_8b_base,cot_math,metamath,9,0.6849496323609732,0.40877041956669025,1.5738992620792143,0.15615352610284763,0.9953188555433581,30.724483302123417,0.7870684981921238,21.644477385628484,656.3106818477361,74.18568804271096,124.30914583343835,0.15321842934899785,212.58234378030608,219.40905192538153,265.5250364802975,274.84618019423624,102.0,107.0,104.44576001097319,105.8680172873201,127.29241040309502,929.8453111049395,919.3927413986696,1027.3486522663575,2422.845591266776,1.6273610025006815,1.6274665614399786,370.4671591523932,107.16647744134912,3.055859939087836,0.14295643603175479,1.1124301657663556,0.5590519760169208,25.814098831994432,0.12316310432675374,0.11928332205382534,0.2870880362478388,0.4305815734348114,0.07964394700834142,0.0005787815312802143,11.705858411025465,11.780668838260421,22.94964560386037,41494.0,1
llama31_8b_base,panel_math,metamath,3,0.9266491819773327,0.6335120301965204,1.225934764292712,0.1308172901294946,0.8350505535296785,28.936098748823607,0.8019622341629757,26.093817634593478,196.0014946567836,108.31116363481895,109.89250220133319,0.19262422503845736,296.48932687670083,305.9975750307844,309.67318527330195,319.2987391573882,142.0,148.33333333333334,132.33574171880173,134.41031178030238,140.59783971756465,736.6943523866622,725.4252579102834,753.186890521718,2053.624437446258,1.798518532898911,1.80090575015281,16.921000916740173,11.127245489303974,0.01898153006860321,0.09723491218873243,2.3331485663362757,0.38978301272098675,31.046035897361737,0.18307933393005368,0.02923426399910563,0.08751644995152619,0.42689546018564456,0.08270655389821614,0.0005136457237178257,13.334485556180715,13.339385649150609,31.129450409155186,41494.0,1
mistral_7b_base,arm_a,metamath,6,0.7853265470977294,0.564911650091074,0.9967043793294579,0.18414998874619048,0.7047782827479144,27.01342271425293,0.8176053416342826,24.485740443424646,1290.0137126738073,77.01135154705113,320.3826864941154,0.14150012201856438,266.94050116301156,282.7687028286047,295.58266372383434,312.27456291050436,128.5,137.16666666666666,121.26065230743659,125.54400293199859,139.10066876507534,551.9828555990221,535.052857597905,586.5776039969845,2317.059306198258,1.7516038162894685,1.7621264432633474,209.07608667294218,165.43463683256448,-0.6373208374379685,0.11450904522750778,0.05909620717673014,0.45486761384725033,33.45203060963494,0.08773814759772963,0.003092933157112232,0.16551800592443194,0.4285118092568157,0.13419009979352797,0.0006317915075529307,12.803628861572221,12.797731615876948,30.178613630067645,48183.666666666664,1
mistral_7b_base,arm_b,metamath,6,0.7419084623615614,0.5920064890059381,0.992305120302165,0.10942271096283825,0.7021783238281215,26.94833539604592,0.8155962157066904,24.69573994012946,1263.4413434442163,78.75918049151448,318.9269819809625,0.14029586387673043,268.9196842322536,281.8472414598988,297.9118781254519,311.38873947786993,129.33333333333334,136.5,122.1209855323998,125.36314113085704,138.9136864166184,706.6967813493287,691.1279732113536,743.6710332987619,2490.594220514173,1.7527418211806305,1.7611929633983665,207.06949554626544,164.71146770667244,-0.48778347423659607,0.09848582630817397,-0.04346575022209065,0.45930027203279056,29.626688032646403,0.08808373857981715,0.0001663965865955445,0.16580595116628793,0.43023883807764446,0.13549715075225055,0.0006354220953512412,12.796462978350556,12.791955646473,30.32914525278729,48183.666666666664,1
mistral_7b_base,arm_c,metamath,6,0.8382688954264457,0.6187350692647056,0.9980159046632858,0.13545020025272356,0.7093295434509249,27.031774891534937,0.8151992897044947,24.27417345669303,1286.2823445152587,73.4061086865784,316.8323762905705,0.13747532656874414,263.28735658332204,277.49665831907373,293.8824207811108,308.46995747497823,126.66666666666667,134.5,119.80587272451737,123.80788701854745,137.89886239904692,866.3379059951236,847.7743702166276,906.3801880330989,2665.6893505347502,1.7440108721026937,1.7565521165073,220.3675486453942,175.7946404894346,-0.33331808692793713,0.08349877291006831,-0.8551074629789888,0.46956851378158143,29.336847557075583,0.08145044790708711,0.012282817067812646,0.1726323410150159,0.43495078557532113,0.13490858223995442,0.0006274924964249761,12.71643178898041,12.709125934699173,30.175088046895638,48183.666666666664,1
mistral_7b_base,arm_d,metamath,6,0.9890511453748932,0.6418396675585408,0.9811030550530025,0.11031236771753804,0.6920423051148342,27.073625558100577,0.8150423829779158,24.41449823239047,1273.4525553933966,77.04721703289289,319.5472028966476,0.1365564145931045,268.98198741456446,282.32823795309747,298.5281280320938,312.1521149848139,129.83333333333334,137.33333333333334,121.54950687585819,125.23918204423256,138.91888045193525,1043.5878825055338,1025.5184984749894,1082.3846517709417,2848.43629044266,1.7502006416820428,1.7608387552983225,211.57084187672902,167.71981138284747,-0.4372584869415556,0.09214340744783901,-0.4389538900452454,0.45563513590539845,32.588869929902366,0.08624516946557231,0.010411819091981855,0.16708100942378123,0.4280855383678828,0.13326870458566997,0.0006225533651041527,12.781480398941248,12.775072190792391,30.131841853877532,48183.666666666664,1
mistral_7b_base,arm_e,metamath,6,0.7164861767303101,0.5482618464231226,0.9986476363458981,0.15371047647535097,0.7071491556319719,27.198281546881493,0.8160152336870365,24.408165095031137,1296.5344257550182,74.3736680614149,319.0972498978574,0.1360343874998419,264.329771650708,279.8360083196079,294.7925369021838,311.04652308538147,127.33333333333333,136.16666666666666,120.28036104676067,124.45828811168376,138.7337009870076,408.16277365287897,394.6528250752722,440.5578040353062,2137.416146505045,1.745704075713199,1.757353142938219,221.3097358995493,176.0041000975799,-0.3864427586664571,0.07066204895129354,-0.36104146090224615,0.46339436139314927,30.86164367166697,0.08223331123531058,0.005262548415295702,0.17353133430104675,0.4294120576417258,0.13574001105063146,0.0006251537643879884,12.754511148797834,12.747753767805898,29.85893532174387,48183.666666666664,1
mistral_7b_base,lever_div_1200,metamath,6,0.7125132418478503,0.581319638275046,0.9769256077415776,0.10740433005266514,0.693266935821157,26.6154360954137,0.8130849083820549,24.63563805557421,1256.0452576612195,76.20796758817185,315.6638162183649,0.1295600276790058,266.44825719329896,279.96506433390005,296.68532762423075,310.7988127299929,128.33333333333334,136.0,121.07105043961451,124.66034586646909,138.73023181513335,703.1347246874692,686.7862285198603,741.7017450525171,2485.3540951818363,1.7488096530130486,1.7588991747574234,213.3078324249549,171.94635971492607,-0.37104589768974156,0.079371580055819,-1.3153171343115122,0.4638753066288542,30.225998934713413,0.08407813634122263,0.016720785519144465,0.1718833958262768,0.442944274473754,0.1329085150759839,0.0006321310201820855,12.731308256061332,12.726205312330457,30.31958040973164,48183.666666666664,1
mistral_7b_base,lever_div_3600,metamath,6,0.7455035284193694,0.5893026579950302,1.0062708203560213,0.16642201153178549,0.7133910412558894,27.87127077374227,0.8158441559603586,24.723885997308958,1282.174656361988,76.00404444457507,318.3871565019097,0.13851612888623235,265.5618196723874,279.9577638306974,295.47700315772755,310.6202984925056,128.0,135.83333333333334,120.8408387691486,124.64035590976539,138.66779598982143,704.0059319581486,686.5756077434147,742.3898696522059,2487.9957295893496,1.7484617250450694,1.7580448883475661,215.7329469234146,170.35282748687763,-0.44142221268852033,0.061061113282829975,-0.10153791126616817,0.4622989390496075,32.119492464898734,0.08412619184073279,0.0026980266876276415,0.17091869956590108,0.43336114471137277,0.13383611740181978,0.0006385344968463126,12.767387933918206,12.761730707092555,30.361315250646204,48183.666666666664,1
mistral_7b_base,lever_div_400,metamath,9,0.6195330317741227,0.5555414433078825,0.9931516053620726,0.126571111449518,0.7029865214038485,26.514173583706093,0.8129980139176443,25.072892624317575,1277.9663546821955,74.8475702284004,316.8694194992338,0.13505768923934858,263.8235655754406,278.54533892556987,294.2435774001512,309.4190671369262,126.55555555555556,134.44444444444446,120.56296477362318,124.67734836563346,138.8146942507166,698.8721140354517,680.9910796366046,737.5117472712847,2482.6909210289,1.7462615312266516,1.7588250329624129,218.410516799749,173.69735097951045,-0.30968396881543,0.05474376331039931,-0.21734786158062605,0.4700416551580977,24.96997941641602,0.0838315465519416,0.012135533846870902,0.17252590579329838,0.4591175324138333,0.13465328341008484,0.0006453344505432026,12.746744921612674,12.740774187858587,30.311063572350875,48166.555555555555,1
mistral_7b_base,panel_math,metamath,3,0.7367548234668488,0.5957544638730436,0.9949563950926424,0.11623117015721424,0.7047914794577345,26.63918635717538,0.8164242451709463,24.51245784065053,1262.405602140004,77.53629268770153,317.21739667398475,0.1434844324319369,267.0743355707345,280.13806961421653,296.318114322964,309.9508559301404,128.66666666666666,136.0,121.42716820611308,124.67771777729695,138.29556035888103,704.5219264417634,688.826264732415,741.8314907159943,2486.7438115821806,1.7500941196489983,1.7584088386885526,208.27442033748935,165.38002969304844,-0.48887135931569,0.0979318419711419,-0.10917026609282472,0.46332151621593964,30.019698011186147,0.08610539316939332,9.463669676024189e-05,0.16723784833378239,0.42689546018564456,0.13606802972012363,0.0006402710346404139,12.775616859046673,12.770986759694823,30.251337715419197,48132.333333333336,1
mistral_7b_base,behav_numbered_broad,metamath,3,0.72294926217242,0.6321319307367538,1.128721659801736,0.17790028407274594,0.8219446693078365,26.88637357570153,0.812288728932225,24.0663040524215,1206.4216990122356,74.55073105242944,308.0806149552434,0.07541581285528665,266.4862437006891,280.0577359355895,296.2302029437951,310.96006256588527,129.66666666666666,137.66666666666666,119.95232229366972,123.49623631372587,137.3913235751809,703.9644105511703,687.6496550798229,742.6462951757777,2474.4411196321007,1.7464711973944897,1.7564317662277524,204.30463807502522,165.20833553758996,-0.619161725758552,0.07030022258574503,-0.05039818684782212,0.46792138757943597,30.492079362336,0.08451246289476695,0.014829451778524053,0.1730969994010446,0.43780876410883646,0.13782492840023083,0.0006676000103243181,12.64865625928781,12.646066137433962,30.97657785860424,54594.666666666664,1
mistral_7b_base,behav_numbered_narrow,metamath,3,0.6894029689429493,0.6103909219641978,1.1344199801484744,0.17080206702781608,0.8292597058267953,27.319840128831,0.8092299376002986,23.85202766413084,1196.8927201912877,74.88474497385094,305.3329969608126,0.07519184809350234,263.537575015692,277.1158029813558,292.8391774032266,307.84115358976504,127.66666666666667,135.33333333333334,119.88175792599993,123.20015411506381,136.9365078420948,696.3899518944257,680.0897199769694,734.8226845997286,2465.220524105285,1.75096857918078,1.7596790192279261,201.0679789375914,163.20519661202943,-0.33790881093616587,0.04486609571034053,-0.22704325834979136,0.476165919775275,22.571124429366744,0.08591060730191376,0.01917385029153011,0.1724999490634794,0.46864768250191746,0.13830600732219073,0.0006801462337748075,12.671093960886884,12.669565795953176,30.98264109937836,54594.666666666664,1
mistral_7b_base,behav_plain_broad,metamath,3,0.7356339443299124,0.5968733817279004,0.9949563950926424,0.11623117015721424,0.7047914794577345,26.63918635717538,0.8164242451709463,24.51245784065053,1262.405602140004,77.53629268770153,317.21739667398475,0.1434844324319369,267.0743355707345,280.13806961421653,296.318114322964,309.9508559301404,128.66666666666666,136.0,121.42716820611308,124.67771777729695,138.29556035888103,704.5219264417634,688.826264732415,741.8314907159943,2486.7438115821806,1.7500941196489983,1.7584088386885526,208.27442033748935,165.38002969304844,-0.48887135931569,0.0979318419711419,-0.10917026609282472,0.46332151621593964,30.019698011186147,0.08610539316939332,9.463669676024189e-05,0.16723784833378239,0.42689546018564456,0.1339683782954473,0.0006289607074418502,12.775616859046673,12.770986759694823,30.251337715419197,48132.333333333336,1
mistral_7b_base,behav_plain_narrow,metamath,3,0.683607076572487,0.5686283163995701,0.9977098065428436,0.11686327792657152,0.7059542424006698,26.273219280076816,0.8137423030309844,25.226012910720414,1288.5059477940897,75.78312901772797,319.20084640770915,0.1371955152525941,265.10287255170334,279.55358710301306,294.8439865391385,309.5581546688862,127.0,134.66666666666666,120.98126878942908,125.15926141403212,138.9092004679741,700.0704089432393,682.4614236100268,737.6062385407107,2486.482943499712,1.7480590859390432,1.7613372068650737,216.0884091803745,170.82936714698147,-0.3092052893028246,0.04630894982654793,-0.08791452988018578,0.46643448636170515,24.331627967856225,0.08657912844697363,0.01378403064812661,0.16849648630401068,0.4604073329930176,0.13378388218462356,0.000654205463749472,12.756809253807115,12.751407733265347,30.23334490232229,48132.333333333336,1
mistral_7b_base,behav_preamble_broad,metamath,3,0.7530075338785348,0.6133916235914206,1.3787658677570327,0.18353626933276032,1.0219554062149019,27.331062143192536,0.8058696708847641,23.97649023155449,1374.091006084046,75.47555996282001,324.14753518844464,0.07025617232784838,258.5742634878375,270.306108612057,287.2196417856141,300.154287535849,124.0,131.0,118.90805717079718,121.73691245781488,134.63312799579265,692.3701474275376,678.3312301481948,729.4464888705661,2496.703199588196,1.7560600707814082,1.760928942381856,226.39726672373146,161.13883848911686,-0.27535835801400094,0.10496082735749761,-0.47115325037628414,0.47450664428985384,28.013296671478496,0.090711623591805,0.018801768124575347,0.16894775705026455,0.4903836680569335,0.13535556366997248,0.0007125174322301989,12.710828073464796,12.715787728883889,31.202855330095684,51452.333333333336,1
mistral_7b_base,behav_preamble_narrow,metamath,3,0.7270477690599385,0.5917308620385565,1.3686126307584345,0.18668846047099166,1.0123885649566848,27.993739582831882,0.8022078426549045,24.443986149453064,1364.9356179454865,77.52349393864232,323.98829605205236,0.06838538405564429,258.39890331558223,269.5072541634276,286.293007814606,298.9402635829322,123.33333333333333,129.66666666666666,119.8310968535316,122.20502774883998,134.9245336416906,687.8092989739584,674.5657640517089,724.3133612135598,2492.0834115709167,1.7623013426797407,1.7651853801254804,221.1523505173985,157.15048658658216,-0.15959175579854212,0.04748347587986502,-3.0400082600137863,0.47912792200416926,21.929070627680108,0.09316110522239018,0.007162397261281502,0.16713548783042428,0.5193821296264736,0.13496073480215276,0.0007121805810658159,12.741326556284633,12.747013761514737,31.43311296031888,51452.333333333336,1
