dataset_key,model_key_a,model_key_b,delta_r_star,delta_reference_bits_saved_per_token,delta_train_response_tokens,delta_base_codelength_bits_per_token,delta_fisher_effective_rank,delta_fisher_logdet,delta_fisher_trace,delta_hidden_effective_rank,delta_margin_deficit_bits,delta_residual_effective_rank,delta_surprisal_variance_bits2,delta_surprise_weighted_hidden_logdet,delta_unit_gain_ntk_cost,delta_angular_correction_channel_bits,delta_angular_correction_energy_rank90,delta_angular_correction_logdet,delta_angular_correction_rd90_bits,delta_centered_angular_correction_logdet,delta_centered_angular_correction_rd90_bits,delta_centered_correction_rd90_bits,delta_correction_channel_bits,delta_correction_energy_rank90,delta_correction_rd90_bits,delta_dataset_centered_correction_log_volume,delta_dataset_correction_log_volume,delta_dataset_fisher_log_volume,delta_dataset_raw_correction_log_volume,delta_trace_normalized_correction_logdet,delta_coherent_correction_energy,delta_coherent_energy_over_entropy,delta_coherent_fraction,delta_correction_coverage_fraction,delta_correction_intrinsic_dimension,delta_correction_predictable_fraction,delta_nearest_neighbour_cosine,delta_prequential_correction_bits_per_row,delta_prequential_decay_exponent,delta_prequential_late_fraction,delta_text_cross_row_redundancy,delta_base_head_error_alignment,delta_base_head_hidden_alignment,delta_total_correction_channel_bits,delta_within_between_energy_ratio,delta_within_example_channel_bits
kind_instruct,llama31_8b_base,mistral_7b_base,0.10420343314394753,-0.2361519293021766,-2050.000000000002,-0.5717892441898584,46.08196758392129,-334.95743183957677,-6336.322180244643,-1.8290429979063987,-0.7675849314352188,0.6011040733101467,-1.330900609519461,-0.004290009224841573,0.21345914333320515,0.09115251542898894,19.333333333333314,21.691447010723124,46.77886011037208,1.4419246881110723,8.480035466014044,30.27733226163508,0.16279167847110165,28.666666666666657,61.13907055389399,10.091142123333952,59.799594388496644,-467.383950681593,76.37740451611819,23.388476826976955,-1354.8818717378176,-754.4097058076045,-0.18362673889372447,0.31277666329211834,-7.442418961285455,-0.28544510901344317,-0.17014847258258492,-4.066476537906466,-0.06761704727592051,-0.49218353745671173,0.0,-0.00029582026074387703,-0.062466808944835875,0.6720966780792583,4.640304478543708,0.6097865277476284
kind_instruct,llama31_8b_base,qwen25_7b_base,-0.02663703422915198,0.2002203224480613,-161.0,0.37573032591414335,15.739722197595007,-189.3323360648462,-2753.770333341228,13.102554501860535,0.16851404015324079,-0.04448893609188431,0.015364891047289886,0.11014269935035736,-0.7241950996163447,0.015307692377411808,49.0,25.41559741956641,85.04500330291631,27.583484018277062,87.87053332526676,70.93182128436783,0.005412004300213491,45.999999999999986,68.86034628898804,110.15086054466417,106.18058009820845,-268.152374221394,84.92441093469802,11.954153327824898,-63.930105892211465,-45.03452211937169,0.018981351213165843,0.1474583689147075,6.25415909847688,0.021967326812291445,-0.08677026019045686,-1.0196357995191507,-0.06993214463118752,0.06901490239915206,0.0,0.00022752322957924237,0.001604054095691712,1.128939876387557,-0.4811424843437315,1.1326619239341493
kind_instruct,llama31_8b_base,qwen3_8b_base,-0.08731179804754563,0.14641369221607656,-161.0,0.3044013380422257,53.24713626625304,23.506705676872514,-2422.646085313857,16.647847086842965,0.16604402329297363,-0.31107200470244223,0.02894979015416599,0.21743144954552251,-3.016007077402922,0.057697437191687406,151.0,74.21076298985845,290.0319083066892,76.7151810338723,293.73428024824585,211.79710218168722,0.06329136251173217,105.33333333333333,207.92017319347713,402.35096540670946,399.98732327593626,172.51485045835398,354.0140155697287,50.05892068234303,-80.72116771295146,-45.073136449674195,0.008966972498716141,0.26701409400573095,14.898424261340242,0.03463253487774334,-0.23705517968179285,-2.1666690833981757,-0.04593617992960636,-8.081191533730127,0.0,0.00026075978219110047,0.021834377340463743,2.7629023282997363,0.7007724573662237,2.7615663995075934
kind_instruct,mistral_7b_base,qwen25_7b_base,-0.1308404673730995,0.43637225175023786,1889.0000000000018,0.9475195701040018,-30.342245386326283,145.6250957747306,3582.551846903415,14.931597499766934,0.9360989715884596,-0.645593009402031,1.346265500566751,0.11443270857519894,-0.9376542429495498,-0.07584482305157714,29.666666666666686,3.724150408843286,38.266143192544234,26.14155933016599,79.39049785925272,40.65448902273275,-0.15737967417088816,17.33333333333333,7.7212757350940535,100.05971842133022,46.38098570971181,199.231576460199,8.547006418579826,-11.434323499152057,1290.9517658456061,709.3751836882328,0.2026080901068903,-0.16531829437741083,13.696578059762334,0.3074124358257346,0.08337821239212806,3.0468407383873153,-0.0023150973552670193,0.5611984398558638,0.0,0.0005233434903231195,0.06407086304052759,0.4568431983082988,-5.12144696288744,0.5228753961865209
kind_instruct,mistral_7b_base,qwen3_8b_base,-0.19151523119149316,0.38256562151825313,1889.0000000000018,0.8761905822320841,7.165168682331746,358.46413751644934,3913.676094930786,18.476890084749364,0.9336289547281924,-0.9121760780125889,1.359850399673627,0.2217214587703641,-3.229466220736127,-0.03345507823730154,131.66666666666669,52.51931597913533,243.25304819631714,75.27325634576123,285.2542447822318,181.51976992005214,-0.09950031595936948,76.66666666666667,146.78110263958314,392.2598232833755,340.1877288874396,639.898801139947,277.6366110536105,26.670443855366074,1274.1607040248662,709.3365693579303,0.1925937113924406,-0.0457625692863874,22.340843222625697,0.3200776438911865,-0.06690670709920793,1.8998074545082904,0.021680867346314144,-7.5890079962734145,0.0,0.0005565800429349775,0.08430118628529962,2.090805650220478,-3.9395320211774845,2.151779871759965
kind_instruct,qwen25_7b_base,qwen3_8b_base,-0.06067476381839365,-0.05380663023198473,0.0,-0.07132898787191766,37.50741406865803,212.83904174171872,331.12424802737087,3.5452925849824304,-0.0024700168602671546,-0.2665830686105579,0.013584899106876103,0.10728875019516515,-2.291811977786577,0.0423897448142756,101.99999999999999,48.79516557029204,204.9869050037729,49.131697015595236,205.8637469229791,140.8652808973194,0.05787935821151868,59.33333333333334,139.05982690448909,292.2001048620453,293.8067431777278,440.66722467974796,269.0896046350307,38.10476735451813,-16.791061820739984,-0.03861433030250794,-0.010014378714449702,0.11955572509102343,8.644265162863363,0.012665208065451902,-0.150284919491336,-1.1470332838790247,0.023995964701581163,-8.15020643612928,0.0,3.3236552611858066e-05,0.02023032324477203,1.6339624519121791,1.1819149417099553,1.628904475573444
kind_summary,llama31_8b_base,mistral_7b_base,0.021496418972612008,-0.040264556489505,-706.6666666666661,0.17203135500754563,23.66027455535213,-273.1589303973782,-2117.652613288327,-3.223186657336406,0.07678220975749928,0.42848632713190327,0.018154679200094614,-0.01128133311916335,0.11044552566333866,0.09107299694466331,9.666666666666686,10.141566367063263,21.75214777738762,6.890981314526584,15.970519066263307,18.005154874518496,0.09670327859755079,9.666666666666657,23.327713302478514,26.179862196837348,33.83443124061216,-278.44049657335745,35.98032021699703,11.02057606265788,-208.64005237040465,-92.98511680419671,-0.03921093247858345,0.13862216516997067,-7.300761706171841,0.0049584901659903355,-0.029495481073717245,0.2901156153448823,-0.024221299288537036,-0.05316305756585504,0.0,-0.0004945816717969449,-0.05697524502947951,0.15461569002018294,-2.6001040470274894,0.15342513319900242
kind_summary,llama31_8b_base,qwen25_7b_base,0.28426961921574817,0.07150682964404143,-94.0,-0.08445786957297763,59.64530169164536,-203.99250628725972,-2086.040821417518,10.93127754884613,-0.27144209607493064,0.24628517964579544,-0.06832179385582943,0.11945812549491097,-0.647898506980218,0.022789133137675277,48.33333333333334,26.574210114026343,83.47497382331187,28.72927195642741,85.74641491985551,88.94997658518483,0.022467307318897012,50.33333333333333,87.36938777244359,109.68103651920808,106.3027616380067,-273.5372727856743,110.01364874764101,26.064469867828947,-75.76031879015714,-41.88683927900735,0.018895317437737175,0.1892485821744471,24.606603939557026,-0.02030156613558861,-0.12174259810057872,-1.0479799851518328,-0.05646490506162375,0.10330858769036047,0.0,0.00018888664957637477,0.010644249799089886,1.102343681334224,0.0987181701790476,1.1023205687859239
kind_summary,llama31_8b_base,qwen3_8b_base,0.036829714244709155,0.12051234918905634,-94.0,-0.08481136833708591,110.65216095585635,14.035946508397132,-1489.9429956511754,10.999012131247966,-0.19494016214712806,-0.09900614728207913,-0.04584506141663436,0.19856871514835317,-3.132665346078935,0.05332152009069513,146.33333333333334,70.08126009182807,278.0789665802202,73.96733316928224,284.2772699201437,270.93643307947775,0.050105800059695005,137.0,265.1551103622784,392.92295553400623,385.84630124831784,143.52001278853868,381.481931193963,65.63494126395854,-11.669062874414799,-6.710370470785497,0.03935167710179505,0.29779096059042953,43.29999360762345,-0.03051925289010878,-0.2615376033386001,-1.7636190723183585,-0.057327677935406364,-0.7102705629313479,0.0,0.00019701276168858546,0.024639377856885268,2.745212793322221,0.33542808324187234,2.7461059618371912
kind_summary,mistral_7b_base,qwen25_7b_base,0.26277320024313616,0.11177138613354642,612.6666666666661,-0.25648922458052326,35.985027136293226,69.16642411011844,31.611791870808702,14.154464206182535,-0.3482243058324299,-0.18220114748610783,-0.08647647305592404,0.13073945861407432,-0.7583440326435567,-0.06828386380698803,38.66666666666666,16.43264374696308,61.72282604592425,21.838290641900826,69.7758958535922,70.94482171066633,-0.07423597127865378,40.66666666666667,64.04167446996507,83.50117432237073,72.46833039739454,4.903223787683146,74.03332853064398,15.043893805171066,132.8797335802475,51.09827752518935,0.05810624991632062,0.050626417004476426,31.907365645728866,-0.025260056301578945,-0.09224711702686147,-1.338095600496715,-0.032243605773086714,0.1564716452562155,0.0,0.0006834683213733197,0.0676194948285694,0.9477279913140411,2.698822217206537,0.9488954355869215
kind_summary,mistral_7b_base,qwen3_8b_base,0.015333295272097147,0.16077690567856134,612.6666666666661,-0.25684272334463154,86.99188640050423,287.1948769057753,627.7096176371513,14.222198788584372,-0.27172237190462734,-0.5274924744139824,-0.06399974061672897,0.20985004826751652,-3.243110871742274,-0.03775147685396818,136.66666666666666,59.93969372476481,256.3268188028326,67.07635185475566,268.3067508538804,252.93127820495926,-0.046597478537855785,127.33333333333334,241.82739705979986,366.7430933371689,352.0118700077057,421.96050936189613,345.501610976966,54.61436520130066,196.97098949598984,86.2747463334112,0.0785626095803785,0.15916879542045886,50.60075531379529,-0.03547774305609912,-0.23204212226488283,-2.053734687663241,-0.03310637864686933,-0.6571075053654929,0.0,0.0006915944334855303,0.08161462288636478,2.590597103302038,2.9355321302693618,2.592680828638189
kind_summary,qwen25_7b_base,qwen3_8b_base,-0.24743990497103902,0.04900551954501492,0.0,-0.0003534987641082843,51.006859264210995,218.02845279565685,596.0978257663426,0.06773458240183672,0.07650193392780258,-0.34529132692787456,0.02247673243919507,0.0791105896534422,-2.484766839098717,0.030532386953019852,98.0,43.50704997780173,194.60399275690833,45.23806121285483,198.53085500028817,181.98645649429292,0.027638492740797993,86.66666666666667,177.7857225898348,283.24191901479816,279.54353961031114,417.057285574213,271.468282446322,39.57047139612959,64.09125591574235,35.176468808221856,0.02045635966405788,0.10854237841598244,18.693389668066423,-0.010217686754520172,-0.13979500523802135,-0.7156390871665258,-0.0008627728737826135,-0.8135791506217085,0.0,8.126112112210693e-06,0.013995128057795382,1.6428691119879968,0.23670991306282474,1.6437853930512674
panel_math,llama31_8b_base,mistral_7b_base,0.18989435851048386,0.03775756632347671,-6638.333333333336,0.23097836920006964,30.77487094711742,-207.32489447265158,-1066.4041074832205,2.2969123916482275,0.13025907407194404,1.5813597939429478,0.014586119972280376,-0.01446201100797051,0.04913979260652046,0.04249691146425749,12.333333333333343,9.732594003005431,25.859505416567856,2.30227935868362,9.347883227247792,13.35507095033796,0.04842441324991276,13.333333333333343,29.41499130596634,11.355399805723778,32.172425944898805,-433.1193741359225,36.598993177868465,10.908573512688648,-191.35341942074916,-154.25278420374445,-0.0797213983822562,0.09697394076066036,1.0263378861755896,0.02913962730234539,-0.07353850349495289,0.5078528893842932,-0.0006969297824094695,2.4423188324291005,0.0,-0.00012662531092258824,-0.05336147582190749,0.5683988894557856,0.8781126937359893,0.5588686971340415
