seed,codec,family,bits_per_value,relative_rmse,rmse_corrected,baseline_score,raw_adapter_score,task_score,retained_gain,heldout_bits_saved_per_token,examples
11,mdl:mdl_1.5,mdl_drop,1.4970632553100587,0.39800172766352643,no,0.06368460955269144,0.6823351023502654,0.6429112964366944,0.9362745098039215,0.6245059826481387,1319
22,mdl:mdl_1.5,mdl_drop,1.4975009918212892,0.39802984179659157,no,0.06368460955269144,0.6679302501895376,0.6345716451857468,0.944792973651192,0.6218581374921572,1319
33,mdl:mdl_1.5,mdl_drop,1.4962894439697265,0.39833728216522246,no,0.06368460955269144,0.6868840030326004,0.6391205458680819,0.9233576642335767,0.624599285550453,1319
11,mdl:mdl_2,mdl_drop,1.9473962783813477,0.314210463502175,no,0.06368460955269144,0.6823351023502654,0.66565579984837,0.9730392156862745,0.6377738012737191,1319
22,mdl:mdl_2,mdl_drop,1.944632339477539,0.31467528628449365,no,0.06368460955269144,0.6679302501895376,0.66565579984837,0.9962358845671266,0.6347447093768246,1319
33,mdl:mdl_2,mdl_drop,1.9494386672973634,0.3138781542540561,no,0.06368460955269144,0.6868840030326004,0.6603487490523123,0.9574209245742092,0.6391581082223792,1319
11,mdl:mdl_3,mdl_drop,2.9801651000976563,0.15847325435575665,no,0.06368460955269144,0.6823351023502654,0.6777862016679302,0.9926470588235293,0.6459030462302859,1319
22,mdl:mdl_3,mdl_drop,2.977706718444824,0.15883350631332413,no,0.06368460955269144,0.6679302501895376,0.6800606520090978,1.0200752823086574,0.6430643028977934,1319
33,mdl:mdl_3,mdl_drop,2.981320381164551,0.15838034043015223,no,0.06368460955269144,0.6868840030326004,0.6853677028051555,0.9975669099756692,0.6492638518720685,1319
11,mdl_nodrop:mdl_1.1,mdl_nodrop,1.0299983978271485,0.5613737211872188,yes,0.06368460955269144,0.6823351023502654,0.5807429871114481,0.8357843137254902,0.5905763620026574,1319
22,mdl_nodrop:mdl_1.1,mdl_nodrop,1.0291570663452148,0.5616187172207331,yes,0.06368460955269144,0.6679302501895376,0.6004548900682335,0.8883312421580928,0.5844580355600362,1319
33,mdl_nodrop:mdl_1.1,mdl_nodrop,1.0302080154418944,0.5613623384741749,yes,0.06368460955269144,0.6868840030326004,0.5951478392721758,0.8527980535279805,0.584688876367868,1319
11,mdl_nodrop:mdl_1.25,mdl_nodrop,1.1071640014648438,0.531339605658459,yes,0.06368460955269144,0.6823351023502654,0.5883244882486732,0.8480392156862745,0.5950004405908684,1319
22,mdl_nodrop:mdl_1.25,mdl_nodrop,1.103665542602539,0.5325984785716078,yes,0.06368460955269144,0.6679302501895376,0.6004548900682335,0.8883312421580928,0.5901625926585155,1319
33,mdl_nodrop:mdl_1.25,mdl_nodrop,1.103151512145996,0.5329924599479353,yes,0.06368460955269144,0.6868840030326004,0.5974222896133434,0.8564476885644768,0.5898745543527866,1319
11,mdl_nodrop:mdl_1.5,mdl_nodrop,1.4986618041992188,0.39778595155065,yes,0.06368460955269144,0.6823351023502654,0.6421531463229719,0.935049019607843,0.6246309021828911,1319
22,mdl_nodrop:mdl_1.5,mdl_nodrop,1.4990934371948241,0.39781181802132237,yes,0.06368460955269144,0.6679302501895376,0.6322971948445792,0.9410288582183187,0.62199070600124,1319
33,mdl_nodrop:mdl_1.5,mdl_nodrop,1.497871208190918,0.3981241925516375,yes,0.06368460955269144,0.6868840030326004,0.6398786959818044,0.9245742092457421,0.6247421656468622,1319
11,mdl_nodrop:mdl_1.75,mdl_nodrop,1.7278776168823242,0.35584010477370204,yes,0.06368460955269144,0.6823351023502654,0.6489764973464746,0.9460784313725489,0.6327649689269015,1319
22,mdl_nodrop:mdl_1.75,mdl_nodrop,1.726479721069336,0.35603653804690494,yes,0.06368460955269144,0.6679302501895376,0.6527672479150872,0.9749058971141782,0.6300055677133778,1319
33,mdl_nodrop:mdl_1.75,mdl_nodrop,1.7269554138183594,0.3560733741347831,yes,0.06368460955269144,0.6868840030326004,0.6497346474601972,0.9403892944038931,0.6335995634619765,1319
11,mdl_nodrop:mdl_2,mdl_nodrop,1.9488786697387694,0.31396037118164466,yes,0.06368460955269144,0.6823351023502654,0.6618650492797574,0.9669117647058824,0.6378160329644977,1319
22,mdl_nodrop:mdl_2,mdl_nodrop,1.9460945129394531,0.31442264612556486,yes,0.06368460955269144,0.6679302501895376,0.6633813495072024,0.9924717691342534,0.6348558371174933,1319
33,mdl_nodrop:mdl_2,mdl_nodrop,1.950626754760742,0.3136620063536113,yes,0.06368460955269144,0.6868840030326004,0.6618650492797574,0.9598540145985403,0.6392218197731317,1319
11,mdl_nodrop:mdl_2.5,mdl_nodrop,2.4466787338256837,0.2253039136510576,yes,0.06368460955269144,0.6823351023502654,0.6800606520090978,0.9963235294117647,0.6446046315642948,1319
22,mdl_nodrop:mdl_2.5,mdl_nodrop,2.4441768646240236,0.22565647495282662,yes,0.06368460955269144,0.6679302501895376,0.6755117513267627,1.012547051442911,0.6418373981673277,1319
33,mdl_nodrop:mdl_2.5,mdl_nodrop,2.4484298706054686,0.22516765117984378,yes,0.06368460955269144,0.6868840030326004,0.6724791508718726,0.9768856447688564,0.6476123841218061,1319
11,mdl_nodrop:mdl_3,mdl_nodrop,2.9801523208618166,0.1584732540021078,yes,0.06368460955269144,0.6823351023502654,0.6777862016679302,0.9926470588235293,0.6459030462302859,1319
22,mdl_nodrop:mdl_3,mdl_nodrop,2.977695274353027,0.15883350611228267,yes,0.06368460955269144,0.6679302501895376,0.6800606520090978,1.0200752823086574,0.6430643028977934,1319
33,mdl_nodrop:mdl_3,mdl_nodrop,2.9813270568847656,0.1583803403685632,yes,0.06368460955269144,0.6868840030326004,0.6853677028051555,0.9975669099756692,0.6492638518720685,1319
11,mdl_nodrop:mdl_4,mdl_nodrop,3.7787256240844727,0.10267551970196186,yes,0.06368460955269144,0.6823351023502654,0.6785443517816527,0.9938725490196078,0.6460137350395825,1319
22,mdl_nodrop:mdl_4,mdl_nodrop,3.7881107330322266,0.10253955712250362,yes,0.06368460955269144,0.6679302501895376,0.6777862016679302,1.016311166875784,0.6431166478446098,1319
33,mdl_nodrop:mdl_4,mdl_nodrop,3.7776073455810546,0.10273953898631386,yes,0.06368460955269144,0.6868840030326004,0.6868840030326004,1.0,0.65034822187381,1319
11,midtread2,midtread,0.6272180557250977,0.8812703757946453,no,0.06368460955269144,0.6823351023502654,0.45261561789234267,0.6286764705882352,0.513072406138237,1319
22,midtread2,midtread,0.6248029708862305,0.8818395433617344,no,0.06368460955269144,0.6679302501895376,0.39878695981804396,0.5545796737766624,0.4839738943742808,1319
33,midtread2,midtread,0.6284873962402344,0.8808610393594699,no,0.06368460955269144,0.6868840030326004,0.467778620166793,0.6484184914841848,0.5069875079640476,1319
11,midtread3,midtread,2.493771553039551,0.32146684862778613,no,0.06368460955269144,0.6823351023502654,0.6899166034874905,1.0122549019607843,0.6435817462873392,1319
22,midtread3,midtread,2.491231346130371,0.32209870789011263,no,0.06368460955269144,0.6679302501895376,0.6648976497346475,0.9949811794228356,0.6410052376452087,1319
33,midtread3,midtread,2.494454193115234,0.3213681549536644,no,0.06368460955269144,0.6868840030326004,0.6664139499620925,0.9671532846715328,0.6479196760493964,1319
11,uniform2,uniform,1.971695899963379,0.313642634232337,no,0.06368460955269144,0.6823351023502654,0.6664139499620925,0.9742647058823528,0.6406406923762411,1319
22,uniform2,uniform,1.9718935012817382,0.3135594190180827,no,0.06368460955269144,0.6679302501895376,0.6724791508718726,1.0075282308657465,0.6387238979200618,1319
33,uniform2,uniform,1.9713459014892578,0.3136641507500905,no,0.06368460955269144,0.6868840030326004,0.6724791508718726,0.9768856447688564,0.6432270045377401,1319
11,uniform3,uniform,2.8389862060546873,0.18420097054243176,no,0.06368460955269144,0.6823351023502654,0.6762699014404853,0.9901960784313726,0.6453548387796866,1319
22,uniform3,uniform,2.838587188720703,0.18427400770298116,no,0.06368460955269144,0.6679302501895376,0.6785443517816527,1.017565872020075,0.6430426570207364,1319
33,uniform3,uniform,2.83907527923584,0.18420342045555418,no,0.06368460955269144,0.6868840030326004,0.6777862016679302,0.9854014598540146,0.6488990878263057,1319
11,uniform4,uniform,3.392791175842285,0.11240675893444829,no,0.06368460955269144,0.6823351023502654,0.6800606520090978,0.9963235294117647,0.6460473436842196,1319
22,uniform4,uniform,3.3915430068969727,0.11256902910801447,no,0.06368460955269144,0.6679302501895376,0.6808188021228203,1.0213299874529485,0.643105486467936,1319
33,uniform4,uniform,3.3939096450805666,0.11242349858701665,no,0.06368460955269144,0.6868840030326004,0.689158453373768,1.0036496350364963,0.6503049948846849,1319
11,uniform8,uniform,7.284336853027344,0.007551490165053344,no,0.06368460955269144,0.6823351023502654,0.6793025018953753,0.9950980392156863,0.6460365436294655,1319
22,uniform8,uniform,7.281999969482422,0.0075659689886259296,no,0.06368460955269144,0.6679302501895376,0.6717210007581501,1.0062735257214555,0.642973178640614,1319
33,uniform8,uniform,7.285107040405274,0.007548184007631946,no,0.06368460955269144,0.6868840030326004,0.6868840030326004,1.0,0.6506302470832854,1319
