run_id,model_key,dataset_key,seed,r_star_bits_per_value,r_star_bracketed,reference_bits_saved_per_token,base_codelength_bits_per_token,fisher_effective_rank,fisher_logdet,fisher_trace,hidden_effective_rank,margin_deficit_bits,residual_effective_rank,surprisal_variance_bits2,surprise_weighted_hidden_logdet,unit_gain_ntk_cost
mistral-kind-summary__mistral-7b-base__kind-summary__all-linear-r16__s22__31f041163c,mistral_7b_base,kind_summary,22,0.7329383198921489,True,0.6086508578095,2.1407561943692675,147.24270301939632,499.46881553735216,2363.317543567003,44.80816843434088,1.5048945629495685,27.97365047538221,0.3304371313761749,0.9099115975868964,0.10022930106679424
mistral-kind-summary__mistral-7b-base__kind-summary__all-linear-r16__s33__b698db1946,mistral_7b_base,kind_summary,33,0.5930600841511173,True,0.596471477900645,2.1873341897212035,105.08884509413903,482.82966512110625,2664.147344748261,43.699450185313914,1.5385460304010898,27.860986037166004,0.29201679938157965,0.9085608970676698,0.14493968636033883
mistral-panel-math__mistral-7b-base__panel-math__all-linear-r16__s11__a40ac04e3d,mistral_7b_base,panel_math,11,0.6991132880995973,True,0.5915728380550018,0.9924775635590777,81.95644633786065,323.39437889953626,1275.3600859764454,28.711393059981287,0.7041481860796921,24.7874990952066,0.11230874919438306,0.8146673341993834,0.12772338120931526
mistral-panel-math__mistral-7b-base__panel-math__all-linear-r16__s22__4d40f6fb72,mistral_7b_base,panel_math,22,0.7481725636701402,True,0.5916684765974757,1.01416427642107,75.15606145175194,320.43588955880995,1297.0308813904392,24.157038371868392,0.7217947274330072,25.325471473200015,0.11470054959771502,0.8188582178979941,0.13583513526983587
mistral-panel-math__mistral-7b-base__panel-math__all-linear-r16__s33__5def8675b7,mistral_7b_base,panel_math,33,0.762978618630809,True,0.6040220769666533,1.0082821716787294,75.2509988514817,317.5778546249377,1287.0249877482456,25.91656442087442,0.718870248820167,24.424280521329845,0.11390140816623333,0.8145562767208272,0.1316196021451304
mistral-sql-div-100__mistral-7b-base__sql-div-100__all-linear-r16__s11__2e551bde7e,mistral_7b_base,sql_div_100,11,0.42332881541522144,True,0.6578617472766672,1.1331664549652487,7.278646724962067,196.56789843118648,1583.226580034559,36.01784093723837,0.9958418372552842,22.65090627746233,0.11510973085163254,0.8248743793727341,0.17009016656593756
mistral-sql-div-100__mistral-7b-base__sql-div-100__all-linear-r16__s22__4803452ed0,mistral_7b_base,sql_div_100,22,0.41194535612995475,True,0.6985372746384814,1.1124891352374107,7.609239409029702,201.39567785325602,1633.9311324060914,37.41578283447254,0.9737710587214679,23.070027891920887,0.10294857935780302,0.8216581962739721,0.14979896814345148
mistral-sql-div-100__mistral-7b-base__sql-div-100__all-linear-r16__s33__b237546146,mistral_7b_base,sql_div_100,33,0.382142933040534,True,0.6722296676808058,1.090146223315969,8.269537590341514,198.71991841556735,1490.4282459959475,36.30694233904564,0.9543949658982456,23.489226122345453,0.09188265466147318,0.822848770067039,0.1268362123011465
mistral-sql-div-10__mistral-7b-base__sql-div-10__all-linear-r16__s11__0b9930e29b,mistral_7b_base,sql_div_10,11,0.34683022290877924,True,0.6517227006539176,1.0985931244213134,8.675743805610741,203.6246741203099,1553.426335933599,34.63266776264248,0.9647794205229729,23.050658347089826,0.08716936758088434,0.8237026198140137,0.1275077457524023
mistral-sql-div-10__mistral-7b-base__sql-div-10__all-linear-r16__s22__49e4355d15,mistral_7b_base,sql_div_10,22,0.3668582010990144,True,0.6920042871385244,1.0868989857845008,8.36232239799712,198.55083800468145,1495.9148577525107,35.30834987679875,0.949200387345627,23.34006638942085,0.08832990962092012,0.8195986731950824,0.12209004184327346
mistral-sql-div-10__mistral-7b-base__sql-div-10__all-linear-r16__s33__40b3902bb4,mistral_7b_base,sql_div_10,33,0.4113403859509332,True,0.6650980377942259,1.1040813094004989,7.496337266130586,196.30732325239313,1577.9260197872773,35.14933174676649,0.9729150063358247,22.949835541226793,0.12814666657193552,0.8279916103161532,0.17149264229363098
mistral-sql-div-25__mistral-7b-base__sql-div-25__all-linear-r16__s11__40e56a9a13,mistral_7b_base,sql_div_25,11,0.3487535932162198,True,0.6521673170440987,1.1500002325046808,7.933059051360391,207.49368397675823,1662.898053894123,36.07373888532677,1.0090316869318485,23.505633624502387,0.14208284666817012,0.8271034734283365,0.16329514527301067
mistral-sql-div-25__mistral-7b-base__sql-div-25__all-linear-r16__s22__9a3cd872f8,mistral_7b_base,sql_div_25,22,0.4246910179982919,True,0.6977607491073607,1.1040820956695825,7.717866617290672,196.1795810159092,1546.8199548970292,36.115079537614314,0.9661347295623273,23.15765283157292,0.08802439825503597,0.8212803019896521,0.12474374193968349
mistral-sql-div-25__mistral-7b-base__sql-div-25__all-linear-r16__s33__c31fe12ff3,mistral_7b_base,sql_div_25,33,0.38773363785901915,True,0.673394797168601,1.0939210790675133,7.406290462613366,192.76869496338998,1548.4119002216225,35.43216276774135,0.96184251178056,23.415888349590162,0.11785622802955535,0.8276864187761303,0.1450411728066091
mistral-text-to-sql__mistral-7b-base__text-to-sql__all-linear-r16__s11__40d2ed96d8,mistral_7b_base,text_to_sql,11,0.4216584606987597,True,0.6565544059815953,1.1331664549652487,7.278646724962067,196.56789843118648,1583.226580034559,36.01784093723837,0.9958418372552842,22.65090627746233,0.11510973085163254,0.8248743793727341,0.17009016656593756
mistral-text-to-sql__mistral-7b-base__text-to-sql__all-linear-r16__s22__ad81205471,mistral_7b_base,text_to_sql,22,0.4332007301442996,True,0.7013672586008004,1.1124891352374107,7.609239409029702,201.39567785325602,1633.9311324060914,37.41578283447254,0.9737710587214679,23.070027891920887,0.10294857935780302,0.8216581962739721,0.14979896814345148
mistral-text-to-sql__mistral-7b-base__text-to-sql__all-linear-r16__s33__fcca487b29,mistral_7b_base,text_to_sql,33,0.3913443512351987,True,0.6696225152650647,1.090146223315969,8.269537590341514,198.71991841556735,1490.4282459959475,36.30694233904564,0.9543949658982456,23.489226122345453,0.09188265466147318,0.822848770067039,0.1268362123011465
mistral-xbrl-div-10__mistral-7b-base__xbrl-div-10__all-linear-r16__s11__e183f111b5,mistral_7b_base,xbrl_div_10,11,0.2731807226467965,True,1.714379519506109,1.7824366693384945,6.51221128735789,153.79277341684508,5390.559408389244,12.779476791267017,1.3622259758412838,10.521487885621152,0.12629066469283085,0.7437078194142651,0.024901677117406165
mistral-xbrl-div-10__mistral-7b-base__xbrl-div-10__all-linear-r16__s22__005ac96f7f,mistral_7b_base,xbrl_div_10,22,0.2632731767189787,True,1.7037454053812242,1.7675498011521995,6.475863237879404,151.63995922819052,5527.533111439687,13.417020967347506,1.3465085567440838,10.15650110954455,0.12164740255859559,0.7420506226850689,0.02533601971853172
mistral-xbrl-div-10__mistral-7b-base__xbrl-div-10__all-linear-r16__s33__1d888049f5,mistral_7b_base,xbrl_div_10,33,0.24450858302906947,True,1.5954149036981713,1.7676438349299133,6.7377871797603905,159.15440585806041,5454.936976139433,14.002262998252577,1.3383839721791446,11.301940911218528,0.17129570703327343,0.743545118617932,0.02729771685895456
mistral-xbrl-div-18__mistral-7b-base__xbrl-div-18__all-linear-r16__s11__0440ddc60e,mistral_7b_base,xbrl_div_18,11,0.27234658052535765,True,1.7232282871348825,1.7623259192332625,6.558338655766367,154.8158303493812,5504.26104257796,13.229257285134448,1.3394115469418466,10.602280095477495,0.13674027963959623,0.7436236662934709,0.025668807110883866
mistral-xbrl-div-18__mistral-7b-base__xbrl-div-18__all-linear-r16__s22__d7f465415f,mistral_7b_base,xbrl_div_18,22,0.3162355920783585,True,1.7087512867003696,1.775403082370758,6.522056773923755,157.7983233575298,5564.399675673523,13.640406809306635,1.356238814536482,10.548100049746845,0.16106257709630362,0.7425916890776468,0.026563607112097404
mistral-xbrl-div-18__mistral-7b-base__xbrl-div-18__all-linear-r16__s33__bdc6a939c6,mistral_7b_base,xbrl_div_18,33,0.2934369321286793,True,1.7160264541630605,1.7614243379794061,7.017051578205349,166.53762418693844,5447.848469213404,13.945325484342078,1.3322374967392534,11.06832303413626,0.18267302959946416,0.7437022831877736,0.027282291147452724
mistral-xbrl-div-30__mistral-7b-base__xbrl-div-30__all-linear-r16__s11__92dc2e4677,mistral_7b_base,xbrl_div_30,11,0.33508302810838464,True,1.7511687567073124,1.8157549402676523,6.913480087193196,165.7604497984246,5577.16680753007,14.098526354036295,1.3762996590230614,11.04211835111913,0.1702190282610645,0.743355579386988,0.027400823156140966
mistral-xbrl-div-30__mistral-7b-base__xbrl-div-30__all-linear-r16__s22__0cc6687c6e,mistral_7b_base,xbrl_div_30,22,0.3465263834783217,True,1.756326863352237,1.7822900181636214,6.722694939705289,162.06166059474597,5513.273651909531,13.75549360375251,1.35939078964293,10.842447592598369,0.15865621330669213,0.7438544881762091,0.02728010540127997
mistral-xbrl-div-30__mistral-7b-base__xbrl-div-30__all-linear-r16__s33__e07e61b702,mistral_7b_base,xbrl_div_30,33,0.27172182572072884,True,1.709983109464281,1.7638452546671033,6.704911279318753,164.3722928219044,5475.150365960748,14.34523071652698,1.3369005718268454,10.880131531073733,0.15901038746548044,0.7423255715538216,0.027657369519999392
mistral-xbrl-tags__mistral-7b-base__xbrl-tags__all-linear-r16__s11__80584e1a66,mistral_7b_base,xbrl_tags,11,0.32482611756209473,True,1.7502965597601798,1.8157549402676523,6.913480087193196,165.7604497984246,5577.16680753007,14.098526354036295,1.3762996590230614,11.04211835111913,0.1702190282610645,0.743355579386988,0.027400823156140966
mistral-xbrl-tags__mistral-7b-base__xbrl-tags__all-linear-r16__s22__09974a212c,mistral_7b_base,xbrl_tags,22,0.45725950904877655,True,1.7569982688417147,1.7822900181636214,6.722694939705289,162.06166059474597,5513.273651909531,13.75549360375251,1.35939078964293,10.842447592598369,0.15865621330669213,0.7438544881762091,0.02728010540127997
mistral-xbrl-tags__mistral-7b-base__xbrl-tags__all-linear-r16__s33__ecf3a58e94,mistral_7b_base,xbrl_tags,33,0.33020597236182003,True,1.7351845442355498,1.7638452546671033,6.704911279318753,164.3722928219044,5475.150365960748,14.34523071652698,1.3369005718268454,10.880131531073733,0.15901038746548044,0.7423255715538216,0.027657369519999392
qwen25-kind-code__qwen25-7b-base__kind-code__all-linear-r16__s11__5ebaf38834,qwen25_7b_base,kind_code,11,0.6837292118958256,True,0.08905017272726945,1.8906124911308289,77.63613277658429,305.69512880231827,1444.9931342882487,22.76810251650552,1.515598730802536,28.215997812898607,0.5083457123445034,0.7547549638495348,0.1531224613158325
qwen25-kind-code__qwen25-7b-base__kind-code__all-linear-r16__s22__4340ebd7bd,qwen25_7b_base,kind_code,22,0.6925149777346562,True,0.09314996873456116,1.9098767892297996,76.922509832275,312.02840087996043,1523.0385843109575,23.76565215170849,1.540916543795293,28.17231865064663,0.4605215427456814,0.7517015350789846,0.16133423431212018
qwen25-kind-code__qwen25-7b-base__kind-code__all-linear-r16__s33__c104401224,qwen25_7b_base,kind_code,33,0.6288345214494019,True,0.08573686264386415,1.9454421124288015,80.4170717129126,315.5587473502183,1491.785968826879,24.079505433054216,1.555638448823066,28.44776719815578,0.4238465140848174,0.7555758181936384,0.1616523998379057
qwen25-kind-dialogue__qwen25-7b-base__kind-dialogue__all-linear-r16__s11__ad6ac4bccb,qwen25_7b_base,kind_dialogue,11,1.2761045504486501,True,0.23448170341873498,2.885632755002007,74.22782632952023,483.77734911232056,4117.186475550479,25.82084802189183,1.9982524566585198,27.918536146479404,0.6077182113456464,0.7710490866956725,1.1487516280504324
qwen25-kind-dialogue__qwen25-7b-base__kind-dialogue__all-linear-r16__s22__3d8a59f72e,qwen25_7b_base,kind_dialogue,22,1.1044302234095575,True,0.22046833831796064,2.8802977413870394,75.05893233623866,479.6368957428047,4018.3931102096403,24.4624082875877,2.0070978824514896,28.203587573524455,0.5403598772894412,0.7708622692456935,1.4152426568250944
qwen25-kind-dialogue__qwen25-7b-base__kind-dialogue__all-linear-r16__s33__644ec952f8,qwen25_7b_base,kind_dialogue,33,1.1469673104150024,True,0.21996261023605523,2.8258706368799285,73.7636938714297,473.00658942108294,3923.191409213081,24.9296609183869,1.9395905845747219,27.867331140907154,0.6863721871079069,0.767474036892541,1.1691443237813448
qwen25-kind-instruct__qwen25-7b-base__kind-instruct__all-linear-r16__s11__a7e7fd6fe8,qwen25_7b_base,kind_instruct,11,0.7708760658238384,True,0.1766618394762136,1.9783051619015168,65.74610070531952,456.969011779139,3696.137128839916,24.60424054671208,1.4837921620201087,27.17362641420308,1.0913634718745238,0.8175213524840126,1.3405618556726648
qwen25-kind-instruct__qwen25-7b-base__kind-instruct__all-linear-r16__s22__35d7d28ac7,qwen25_7b_base,kind_instruct,22,0.8304049477923078,True,0.18692985734224066,2.0595743969315663,74.59037847978347,445.8550524372862,3433.2400337523163,21.964645779848794,1.5509859399462584,28.308885474778158,1.9446104159065694,0.8319849635483867,1.436653902873834
qwen25-kind-instruct__qwen25-7b-base__kind-instruct__all-linear-r16__s33__d67b3cd834,qwen25_7b_base,kind_instruct,33,0.7198061953815551,True,0.1802187046322543,1.9781326406518929,69.15028588575105,443.5493356570187,3338.192070301165,24.411644850160698,1.5094541200087406,28.10884477533039,1.1201738530705594,0.8063098825392406,1.1687595688713373
qwen25-kind-summary__qwen25-7b-base__kind-summary__all-linear-r16__s11__a18f9bac28,qwen25_7b_base,kind_summary,11,0.37795150936890665,True,0.5099102526621968,2.4283127955027988,95.27878240578498,421.9632958900432,2390.377721478253,30.653955702081138,1.8653085264338165,28.66608633552499,0.41386125407330215,0.7833856143952065,0.8629333482265291
qwen25-kind-summary__qwen25-7b-base__kind-summary__all-linear-r16__s22__cd678956f3,qwen25_7b_base,kind_summary,22,0.4090960564682578,True,0.4833352075294872,2.387114969659443,97.23589328711415,421.6243647985003,2308.5650209324785,30.665650014604843,1.8287580468930489,28.40386693704409,0.4279821331707589,0.783067778727768,0.8689785933691903
qwen25-kind-summary__qwen25-7b-base__kind-summary__all-linear-r16__s33__86a0197a1e,qwen25_7b_base,kind_summary,33,0.37563184831990365,True,0.48972419470325623,2.465047639090082,93.71879607771287,415.3383874229314,2378.530993458476,30.13971026776236,1.892067403378694,28.442121972774945,0.4095683569093488,0.7798211715718737,0.8321015037311248
qwen25-panel-math__qwen25-7b-base__panel-math__all-linear-r16__s11__b456af4c70,qwen25_7b_base,panel_math,11,0.38379248952896483,True,0.10149917270852868,0.37713401336804964,67.12013675309221,139.30544766710779,385.8701262930308,21.377754233326257,0.3065284536787658,24.493200190247087,0.06430432443159473,0.7345167261028451,1.8566637323275001
qwen25-panel-math__qwen25-7b-base__panel-math__all-linear-r16__s22__df87eb47ab,qwen25_7b_base,panel_math,22,0.4381584736845666,True,0.08717244685450876,0.40573939721798524,66.86642034153768,144.5849045950987,410.30872484832,19.258581161412152,0.32732141948508797,24.23094346220357,0.06978726069325751,0.7372970581508353,1.991890116833676
qwen25-panel-math__qwen25-7b-base__panel-math__all-linear-r16__s33__8c6fb050a1,qwen25_7b_base,panel_math,33,0.4123229024721599,True,0.08720639399085556,0.38891938700544415,64.94811095631258,141.6675572600533,403.6599414560827,20.2732136457675,0.31202553718503623,24.660416155270077,0.061724910228646034,0.735806978214819,1.8223645835659108
qwen25-sql-div-100__qwen25-7b-base__sql-div-100__all-linear-r16__s11__be4468bbe9,qwen25_7b_base,sql_div_100,11,0.6101460028332067,True,0.2604916505023121,0.574730584397912,32.80031727305064,157.78017407931884,678.4802437731547,22.630502435377544,0.4561499986157287,23.87572983865026,0.10770235840899728,0.7498127535775984,0.38503635065582503
qwen25-sql-div-100__qwen25-7b-base__sql-div-100__all-linear-r16__s22__0390a6a622,qwen25_7b_base,sql_div_100,22,0.5997989198374962,True,0.2739281287806095,0.5690268675098196,31.72503702313397,159.8168394872197,704.5433228767879,23.32188187504799,0.44391799316508695,24.291285009326273,0.0886197726442659,0.7461498079568337,0.36592500301077024
qwen25-sql-div-100__qwen25-7b-base__sql-div-100__all-linear-r16__s33__7a7aa7c46e,qwen25_7b_base,sql_div_100,33,0.588895673008859,True,0.25470489076261305,0.5475475622806698,32.76754553397573,152.94006115157347,644.4710545180178,22.098607754350287,0.4297649482614361,24.14910224425851,0.07683973886861549,0.7455671998190573,0.36241857125576815
qwen25-sql-div-10__qwen25-7b-base__sql-div-10__all-linear-r16__s11__524b3a9787,qwen25_7b_base,sql_div_10,11,0.6260251632800518,True,0.25351915262753316,0.5607803463353775,32.58969464233395,155.96243248981722,687.4346707810989,20.937972588778845,0.44130524585489184,23.543951670342455,0.0831314190536003,0.7458038835554103,0.39199308318656517
qwen25-sql-div-10__qwen25-7b-base__sql-div-10__all-linear-r16__s22__22e26f36de,qwen25_7b_base,sql_div_10,22,0.5512331781841013,True,0.25984618188324865,0.5693905042135157,35.31740058039519,159.65813413721014,678.5526192660458,21.38100038631963,0.44598043244332075,23.883799737391044,0.09210059212673821,0.7478823343277723,0.3678253941232607
qwen25-sql-div-10__qwen25-7b-base__sql-div-10__all-linear-r16__s33__6dbb280c98,qwen25_7b_base,sql_div_10,33,0.5738448040203976,True,0.23580838093804263,0.5452115683001466,30.476798247483114,150.19347325876961,641.0002885126636,23.099859766480826,0.4277391548093874,23.424184674546623,0.08336365220473967,0.7446369950395793,0.37324977278463317
qwen25-sql-div-25__qwen25-7b-base__sql-div-25__all-linear-r16__s11__7aabc58221,qwen25_7b_base,sql_div_25,11,0.5865176087336751,True,0.2586947228846068,0.5733917902689427,33.27816015226345,162.28284163837512,701.0505295136722,22.102069925617236,0.44997351622441784,24.3140366929163,0.08133155328837832,0.747743105889836,0.4154756223943862
qwen25-sql-div-25__qwen25-7b-base__sql-div-25__all-linear-r16__s22__69dd508370,qwen25_7b_base,sql_div_25,22,0.6081903830851896,True,0.26342112614451807,0.5637201102799736,30.762738830580712,153.94366341099325,667.6119284321542,22.509713804095256,0.44183650432387367,24.234998136519675,0.09593222191978365,0.7466520039546204,0.3679671298283644
qwen25-sql-div-25__qwen25-7b-base__sql-div-25__all-linear-r16__s33__300b4f65ee,qwen25_7b_base,sql_div_25,33,0.6387210902103253,True,0.2502524035716092,0.5509604446124285,30.553143059110397,151.27179145341796,666.984117444182,22.41932242064593,0.43568150541977957,23.559918541216927,0.0924001591951906,0.7467585469711119,0.375405427274263
qwen25-text-to-sql__qwen25-7b-base__text-to-sql__all-linear-r16__s11__0724a656fa,qwen25_7b_base,text_to_sql,11,0.6170887610167759,True,0.2608947836152748,0.574730584397912,32.80031727305064,157.78017407931884,678.4802437731547,22.630502435377544,0.4561499986157287,23.87572983865026,0.10770235840899728,0.7498127535775984,0.38503635065582503
qwen25-text-to-sql__qwen25-7b-base__text-to-sql__all-linear-r16__s22__a78f6f6425,qwen25_7b_base,text_to_sql,22,0.6021122791023314,True,0.2746820487126073,0.5690268675098196,31.72503702313397,159.8168394872197,704.5433228767879,23.32188187504799,0.44391799316508695,24.291285009326273,0.0886197726442659,0.7461498079568337,0.36592500301077024
qwen25-text-to-sql__qwen25-7b-base__text-to-sql__all-linear-r16__s33__0f0e5607c8,qwen25_7b_base,text_to_sql,33,0.588895673008859,True,0.25470489076261305,0.5475475622806698,32.76754553397573,152.94006115157347,644.4710545180178,22.098607754350287,0.4297649482614361,24.14910224425851,0.07683973886861549,0.7455671998190573,0.36241857125576815
qwen25-xbrl-div-10__qwen25-7b-base__xbrl-div-10__all-linear-r16__s11__ffa2cffe65,qwen25_7b_base,xbrl_div_10,11,0.43517170621228746,True,0.6957399569776699,0.646292265271768,9.496556439196288,90.25852351674553,1586.4349896362244,8.32732577283765,0.5167732779445942,10.42692308705708,0.15965663131295188,0.7336958384218456,0.18059004486131558
qwen25-xbrl-div-10__qwen25-7b-base__xbrl-div-10__all-linear-r16__s22__da4a539083,qwen25_7b_base,xbrl_div_10,22,0.3899488267237336,True,0.6275423759021581,0.6625832371064462,7.327031703571285,87.39017047483011,1947.9644568609397,8.58225881478902,0.5343841855356004,10.192647757462382,0.12838819297146234,0.7309746898194854,0.20312271854275415
qwen25-xbrl-div-10__qwen25-7b-base__xbrl-div-10__all-linear-r16__s33__7c21d60d0e,qwen25_7b_base,xbrl_div_10,33,0.36566043342117704,True,0.52531465039895,0.6842224925931077,9.385125670354219,92.43414997160622,1737.1757803140038,8.672748866149457,0.548849692553631,10.849111348962106,0.3058242209300545,0.7326137969298862,0.17914948264937894
qwen25-xbrl-div-18__qwen25-7b-base__xbrl-div-18__all-linear-r16__s11__d4f82a1ac5,qwen25_7b_base,xbrl_div_18,11,0.3963774457727064,True,0.7123302305974377,0.6652418526937254,8.11048895340591,88.01992188515374,1770.9772177802367,8.6637531392224,0.5364273615559796,10.528221855372854,0.15037888037266314,0.7327148948884965,0.19246818115968367
qwen25-xbrl-div-18__qwen25-7b-base__xbrl-div-18__all-linear-r16__s22__4cdea4e64a,qwen25_7b_base,xbrl_div_18,22,0.48882089899247955,True,0.6398448318683545,0.6611394395004027,8.336542328655632,91.91960724132814,1835.0509303177437,8.809194226576269,0.5334557938622311,10.430104678832144,0.20772377497567027,0.7313943886438058,0.19739310467741744
qwen25-xbrl-div-18__qwen25-7b-base__xbrl-div-18__all-linear-r16__s33__81c9f492c9,qwen25_7b_base,xbrl_div_18,33,0.44385706645692385,True,0.6382432842235869,0.7025259603105951,9.80058945084544,98.01212060015645,1801.90548962473,8.768690444859006,0.5681206138106063,11.09558328975647,0.30952115689511867,0.7326745663861597,0.19435704476905155
qwen25-xbrl-div-30__qwen25-7b-base__xbrl-div-30__all-linear-r16__s11__aa44904294,qwen25_7b_base,xbrl_div_30,11,0.508167332783262,True,0.7412339849078199,0.7236106720229145,8.642163695595647,96.87932012264943,1957.2318835787112,8.985674280616582,0.5900446179366554,10.827058287685764,0.23022830170368933,0.7328841046445309,0.21604957786494133
qwen25-xbrl-div-30__qwen25-7b-base__xbrl-div-30__all-linear-r16__s22__011d6c980e,qwen25_7b_base,xbrl_div_30,22,0.42191786327683134,True,0.6916306029993534,0.6551597521174699,8.627464634218645,93.302844943305,1786.2672786115645,8.949631304522972,0.5272884806618094,10.64050103955503,0.21083611686374745,0.7327106606474547,0.18241274228933202
qwen25-xbrl-div-30__qwen25-7b-base__xbrl-div-30__all-linear-r16__s33__350b4fdf87,qwen25_7b_base,xbrl_div_30,33,0.47751661392344485,True,0.6325576414719728,0.6983486797835212,9.648088767232172,95.44746928062372,1756.335167304607,8.935677041405484,0.5668653751927195,10.922652065381815,0.23316038429773903,0.7320147527606111,0.18204444063067876
qwen25-xbrl-tags__qwen25-7b-base__xbrl-tags__all-linear-r16__s11__5efee976cd,qwen25_7b_base,xbrl_tags,11,0.449072836970889,True,0.7449737436952788,0.7236106720229145,8.642163695595647,96.87932012264943,1957.2318835787112,8.985674280616582,0.5900446179366554,10.827058287685764,0.23022830170368933,0.7328841046445309,0.21604957786494133
qwen25-xbrl-tags__qwen25-7b-base__xbrl-tags__all-linear-r16__s22__749657b580,qwen25_7b_base,xbrl_tags,22,0.4779864426656891,True,0.6938735725794088,0.6551597521174699,8.627464634218645,93.302844943305,1786.2672786115645,8.949631304522972,0.5272884806618094,10.64050103955503,0.21083611686374745,0.7327106606474547,0.18241274228933202
qwen25-xbrl-tags__qwen25-7b-base__xbrl-tags__all-linear-r16__s33__c528e28e16,qwen25_7b_base,xbrl_tags,33,0.4960213337440763,True,0.6640476532190973,0.6983486797835212,9.648088767232172,95.44746928062372,1756.335167304607,8.935677041405484,0.5668653751927195,10.922652065381815,0.23316038429773903,0.7320147527606111,0.18204444063067876
